storm_id,timestamp,lat,lon,wind_kmh,year
STORM_015,2020-05-02 21:00,15.1,88.89,66.9,2020
STORM_015,2020-05-03 00:00,15.43,88.67,65.7,2020
STORM_015,2020-05-03 03:00,15.7,88.29,60.7,2020
STORM_015,2020-05-03 06:00,16.17,88.15,57.6,2020
STORM_015,2020-05-03 09:00,16.47,87.87,54.4,2020
STORM_015,2020-05-03 12:00,16.92,87.65,52.1,2020
STORM_015,2020-05-03 15:00,17.13,87.39,49.0,2020
STORM_015,2020-05-03 18:00,17.62,87.17,44.9,2020
STORM_015,2020-05-03 21:00,17.92,87.05,41.2,2020
STORM_015,2020-05-04 00:00,18.28,86.63,40.4,2020
STORM_015,2020-05-04 03:00,18.68,86.47,37.8,2020
STORM_015,2020-05-04 06:00,18.95,86.21,35.8,2020
STORM_015,2020-05-04 09:00,19.21,85.91,30.9,2020
STORM_015,2020-05-04 12:00,19.68,85.61,27.0,2020
STORM_015,2020-05-04 15:00,20.07,85.43,25.1,2020
STORM_016,2020-05-01 00:00,9.16,93.98,59.6,2020
STORM_016,2020-05-01 03:00,9.62,93.59,63.6,2020
STORM_016,2020-05-01 06:00,9.93,93.28,66.4,2020
STORM_016,2020-05-01 09:00,10.3,93.05,69.3,2020
STORM_016,2020-05-01 12:00,10.6,92.85,72.7,2020
STORM_016,2020-05-01 15:00,11.02,92.57,73.8,2020
STORM_016,2020-05-01 18:00,11.29,92.24,77.9,2020
STORM_016,2020-05-01 21:00,11.68,92.09,82.6,2020
STORM_016,2020-05-02 00:00,11.89,91.84,82.7,2020
STORM_016,2020-05-02 03:00,12.33,91.55,87.4,2020
STORM_016,2020-05-02 06:00,12.65,91.29,89.9,2020
STORM_016,2020-05-02 09:00,13.04,91.03,93.3,2020
STORM_016,2020-05-02 12:00,13.38,90.82,96.2,2020
STORM_016,2020-05-02 15:00,13.75,90.44,93.4,2020
STORM_016,2020-05-02 18:00,14.1,90.33,89.4,2020
STORM_016,2020-05-02 21:00,14.52,90.06,85.1,2020
STORM_016,2020-05-03 00:00,14.77,89.82,83.3,2020
STORM_016,2020-05-03 03:00,15.11,89.61,80.2,2020
STORM_016,2020-05-03 06:00,15.52,89.28,78.8,2020
STORM_016,2020-05-03 09:00,15.81,89.09,74.3,2020
STORM_016,2020-05-03 12:00,16.22,88.8,71.9,2020
STORM_016,2020-05-03 15:00,16.55,88.5,68.6,2020
STORM_016,2020-05-03 18:00,16.88,88.41,66.1,2020
STORM_016,2020-05-03 21:00,17.29,88.06,62.9,2020
STORM_016,2020-05-04 00:00,17.51,87.72,61.5,2020
STORM_016,2020-05-04 03:00,17.87,87.55,56.8,2020
STORM_016,2020-05-04 06:00,18.38,87.35,55.0,2020
STORM_016,2020-05-04 09:00,18.68,87.12,52.3,2020
STORM_016,2020-05-04 12:00,19.01,86.8,48.5,2020
STORM_016,2020-05-04 15:00,19.35,86.6,46.2,2020
STORM_017,2020-05-01 00:00,13.73,89.79,55.7,2020
STORM_017,2020-05-01 03:00,14.04,89.61,59.9,2020
STORM_017,2020-05-01 06:00,14.35,89.27,62.5,2020
STORM_017,2020-05-01 09:00,14.75,88.96,67.0,2020
STORM_017,2020-05-01 12:00,15.11,88.71,67.4,2020
STORM_017,2020-05-01 15:00,15.39,88.49,71.2,2020
STORM_017,2020-05-01 18:00,15.78,88.23,75.0,2020
STORM_017,2020-05-01 21:00,16.14,87.92,77.8,2020
STORM_017,2020-05-02 00:00,16.51,87.69,82.0,2020
STORM_017,2020-05-02 03:00,16.83,87.51,85.1,2020
STORM_017,2020-05-02 06:00,17.18,87.32,84.9,2020
STORM_017,2020-05-02 09:00,17.55,87.04,88.7,2020
STORM_017,2020-05-02 12:00,17.94,86.76,93.9,2020
STORM_017,2020-05-02 15:00,18.37,86.53,89.6,2020
STORM_017,2020-05-02 18:00,18.61,86.21,86.5,2020
STORM_017,2020-05-02 21:00,19.02,85.94,80.9,2020
STORM_017,2020-05-03 00:00,19.36,85.72,81.6,2020
STORM_017,2020-05-03 03:00,19.65,85.49,79.0,2020
STORM_017,2020-05-03 06:00,19.99,85.17,75.1,2020
STORM_017,2020-05-03 09:00,20.3,84.96,72.1,2020
STORM_017,2020-05-03 12:00,20.66,84.75,67.8,2020
STORM_017,2020-05-03 15:00,20.96,84.48,65.4,2020
STORM_017,2020-05-03 18:00,21.32,84.34,62.1,2020
STORM_017,2020-05-03 21:00,21.77,83.93,59.5,2020
STORM_017,2020-05-04 00:00,21.99,83.79,57.4,2020
STORM_017,2020-05-04 03:00,22.49,83.53,54.5,2020
STORM_017,2020-05-04 06:00,22.77,83.16,48.7,2020
STORM_017,2020-05-04 09:00,23.04,83.02,47.5,2020
STORM_017,2020-05-04 12:00,23.5,82.76,45.9,2020
STORM_017,2020-05-04 15:00,23.88,82.49,41.0,2020
STORM_018,2020-05-01 00:00,9.14,92.1,50.5,2020
STORM_018,2020-05-01 03:00,9.52,91.73,52.9,2020
STORM_018,2020-05-01 06:00,9.72,91.7,59.1,2020
STORM_018,2020-05-01 09:00,10.07,91.35,59.1,2020
STORM_018,2020-05-01 12:00,10.43,91.11,61.7,2020
STORM_018,2020-05-01 15:00,10.95,90.92,66.7,2020
STORM_018,2020-05-01 18:00,11.16,90.57,68.4,2020
STORM_018,2020-05-01 21:00,11.51,90.41,72.2,2020
STORM_018,2020-05-02 00:00,11.9,90.11,74.2,2020
STORM_018,2020-05-02 03:00,12.25,89.74,78.6,2020
STORM_018,2020-05-02 06:00,12.62,89.73,81.8,2020
STORM_018,2020-05-02 09:00,12.88,89.42,82.9,2020
STORM_018,2020-05-02 12:00,13.23,89.09,84.7,2020
STORM_018,2020-05-02 15:00,13.56,88.79,83.7,2020
STORM_018,2020-05-02 18:00,13.98,88.65,82.5,2020
STORM_018,2020-05-02 21:00,14.46,88.35,77.7,2020
STORM_018,2020-05-03 00:00,14.71,88.12,73.3,2020
STORM_018,2020-05-03 03:00,15.09,87.9,71.8,2020
STORM_018,2020-05-03 06:00,15.45,87.6,67.7,2020
STORM_018,2020-05-03 09:00,15.76,87.33,65.7,2020
STORM_018,2020-05-03 12:00,16.13,87.1,63.7,2020
STORM_018,2020-05-03 15:00,16.44,86.84,58.5,2020
STORM_018,2020-05-03 18:00,16.76,86.64,54.8,2020
STORM_018,2020-05-03 21:00,17.16,86.38,53.6,2020
STORM_018,2020-05-04 00:00,17.54,86.16,49.8,2020
STORM_018,2020-05-04 03:00,17.88,85.86,46.3,2020
STORM_018,2020-05-04 06:00,18.24,85.73,43.9,2020
STORM_018,2020-05-04 09:00,18.59,85.37,41.6,2020
STORM_018,2020-05-04 12:00,18.8,85.02,38.0,2020
STORM_018,2020-05-04 15:00,19.25,84.84,35.5,2020
STORM_019,2020-05-01 00:00,11.59,89.66,46.2,2020
STORM_019,2020-05-01 03:00,12.16,89.38,52.4,2020
STORM_019,2020-05-01 06:00,12.41,89.2,54.5,2020
STORM_019,2020-05-01 09:00,12.81,88.91,57.6,2020
STORM_019,2020-05-01 12:00,13.06,88.72,60.8,2020
STORM_019,2020-05-01 15:00,13.42,88.49,62.2,2020
STORM_019,2020-05-01 18:00,13.8,88.18,69.9,2020
STORM_019,2020-05-01 21:00,14.23,87.82,70.5,2020
STORM_019,2020-05-02 00:00,14.56,87.7,73.0,2020
STORM_019,2020-05-02 03:00,14.83,87.46,76.9,2020
STORM_019,2020-05-02 06:00,15.22,87.14,80.9,2020
STORM_019,2020-05-02 09:00,15.57,86.9,82.8,2020
STORM_019,2020-05-02 12:00,15.75,86.75,86.8,2020
STORM_019,2020-05-02 15:00,16.29,86.46,83.6,2020
STORM_019,2020-05-02 18:00,16.63,86.22,79.1,2020
STORM_019,2020-05-02 21:00,16.94,85.93,75.4,2020
STORM_019,2020-05-03 00:00,17.23,85.78,74.1,2020
STORM_019,2020-05-03 03:00,17.68,85.48,68.8,2020
STORM_019,2020-05-03 06:00,18.05,85.23,67.8,2020
STORM_019,2020-05-03 09:00,18.38,84.89,66.2,2020
STORM_019,2020-05-03 12:00,18.67,84.76,59.2,2020
STORM_019,2020-05-03 15:00,19.05,84.25,58.5,2020
STORM_019,2020-05-03 18:00,19.44,84.21,54.5,2020
STORM_019,2020-05-03 21:00,19.72,83.91,51.4,2020
STORM_019,2020-05-04 00:00,20.09,83.66,49.5,2020
STORM_019,2020-05-04 03:00,20.51,83.45,45.5,2020
STORM_019,2020-05-04 06:00,20.78,83.23,42.0,2020
STORM_019,2020-05-04 09:00,21.07,82.95,41.1,2020
STORM_019,2020-05-04 12:00,21.46,82.74,37.4,2020
STORM_019,2020-05-04 15:00,21.89,82.38,31.8,2020
STORM_020,2020-05-01 00:00,14.85,89.11,50.4,2020
STORM_020,2020-05-01 03:00,15.26,88.82,54.3,2020
STORM_020,2020-05-01 06:00,15.55,88.57,58.4,2020
STORM_020,2020-05-01 09:00,15.88,88.33,61.1,2020
STORM_020,2020-05-01 12:00,16.29,88.06,65.2,2020
STORM_020,2020-05-01 15:00,16.58,87.85,65.6,2020
STORM_020,2020-05-01 18:00,16.97,87.61,68.3,2020
STORM_020,2020-05-01 21:00,17.34,87.26,73.1,2020
STORM_020,2020-05-02 00:00,17.62,87.12,75.6,2020
STORM_020,2020-05-02 03:00,18.07,86.86,77.4,2020
STORM_020,2020-05-02 06:00,18.38,86.53,82.9,2020
STORM_020,2020-05-02 09:00,18.66,86.4,85.6,2020
STORM_020,2020-05-02 12:00,19.06,86.13,87.9,2020
STORM_020,2020-05-02 15:00,19.36,85.9,84.1,2020
STORM_020,2020-05-02 18:00,19.82,85.57,82.5,2020
STORM_020,2020-05-02 21:00,20.16,85.34,78.0,2020
STORM_020,2020-05-03 00:00,20.53,84.99,75.6,2020
STORM_020,2020-05-03 03:00,20.87,84.91,73.8,2020
STORM_020,2020-05-03 06:00,21.13,84.57,68.3,2020
STORM_020,2020-05-03 09:00,21.59,84.31,66.6,2020
STORM_020,2020-05-03 12:00,21.89,84.13,62.4,2020
STORM_020,2020-05-03 15:00,22.27,83.84,60.6,2020
STORM_020,2020-05-03 18:00,22.58,83.67,56.6,2020
STORM_020,2020-05-03 21:00,22.9,83.26,54.9,2020
STORM_020,2020-05-04 00:00,23.2,83.08,52.7,2020
STORM_020,2020-05-04 03:00,23.65,82.81,46.7,2020
STORM_020,2020-05-04 06:00,24.01,82.57,47.3,2020
STORM_020,2020-05-04 09:00,24.35,82.35,43.3,2020
STORM_020,2020-05-04 12:00,24.69,82.09,40.3,2020
STORM_020,2020-05-04 15:00,24.97,81.82,36.5,2020
